Review,label
This is trash. I can't even listen to my favorite song it just play a different song.,0
"easy to use, great suggestions and personal playlists",1
Better than jio music. Lesser ads but yes they do promote themselves. And the AI is good of this app.,1
Omg I love this app is much,1
Um can u pls actually play my playlist and not other songs?I can listen to my playlist I've bin skipping songs and it still won't play my playlist. I can't do anything with this app pls come do something about it it's really annoying to play my songs.,0
An exceptional excellent app which has potential to create great history in different applications of musical industry. By improving one of the quality is uninterruptible adds service provision. Thanks. Best of luck for future goals and variable characteristics that would be brought to enhance its genuine authenticity.,1
Nice to lisen any any language one app that is Spotify I will recommended every one,1
Some of my favorite songs are no longer available.,0
Stopped. Not opening. It's so frustrating.,1
Love it. I listen to all my all time favs..,1
Complete trash of an app focused on harvesting data rather than maintaining a functional UI,0
It's the perfect app for listening to music,1
The mobile app plays random stuff when you shuffle an album. It's a totally unrelated genre sometimes,0
There are bugs in this app for the last week. You need to fix them. Paying for premium isn't worth it when the functionality isn't working. Not being able to see what you have queued up is ridiculous. It's sitting in the background playing but not always. Fix it. It's been a week.,0
Not sure I'm really ok with artists not being paid appropriately to access their work. It is very handy though to download playlists to use in the car.,1
One of the most favourite application but now it's the most worst app and I hate it. Always keep saying no internet connection blah blah. No songs play. Why? Very disappointing. Never expect this from this app. It's quite famous and I think popularity makes people blind.,0
NICEE,1
Fantastic app for listening music with network.,1
I love it. All the bands I love in one place. Endless possibilities,1
I enjoyed this very much this is the one of the best things that you can give to the people is what you have to hit let us hear I think it's a wonderful beautiful thing to do for the people will do for me and the people this is an excellent experience this is an excellent thing to do for all of us I recommend this to everyone you guys do good work keep up with the work this is a beautiful experience to listen to what you have to offer us in music and anything God bles and in good health.V.J.D.,1
Completely unusable app. Literally crashes when you attempt to launch it. Don't know why I pay for their service.,0
"Nice quality and quantity, but could have more pocket friendly.",0
Excellent Ai is 10 out of 10,1
I like the way it broadens my horizons with similar music. I I found Spotify through Last FM. Last FM kept dumping me into Spotify. What the heck is scrabbling?! Where is the tutorial. Learning curve wasn't as bad as I thought.,0
"Hi, I just start using it and till now it is great, thanks",1
Love Love love â¤ enjoying ðŸ˜‰ having lyrics amazing how different my versions are from time to time l think I have a awesome play list now fantastic Spotify ðŸ˜€ ðŸ˜„ ðŸ‘Œ,1
Alexa listen to all types of music I like and very good app to use for working out.,1
Very good at finding and playing great music.,1
Used to be 5 stars .. now I'm gonna cancel my membership. No play bar shows up when I'm listening to music so literally can't even pause the song I'm on or use the shuffle feature. Now plays one song before bugging out.. Bummer because I used to love spotify,0
Really wonderfull app for listening music.,1
Great just can you put more base to the songs,1
"Recent bugs , including interfearing with the wireless charging on my ford sync 3 , wireless charging works perfectly when using the radio or Sirius satellite, but when I switch to Spotify / Android Auto it will charge for a few minutes and then stop charging and my phone gets hot and the wireless charger pad gets hot",0
Excellent music appication in this world,1
Excellent music streaming platform. Especially with the premium features.,1
Man Spotify's the ðŸ. Great to know that it has put COVID warning in the appropriate episodes of Joe Rogan Podcast. ( ÍÂ° ÍœÊ–Í¡Â°)á•¤,1
Awful music app. Censored and missing tracks. Leave your political ideas out of me trying to enjoy music.,0
I love this app.....we get every new song on the time in Spotify..I enjoy this app a lot..âœŒï¸,1
"This app is great for streaming music, but it's gotten this habit of just closing randomly, even in the mode of a song. I thought this would go away after a month but no, plz fix this",0
Worste app.... There is a long waiting process to login....worst app,0
This app is good I mean it has a lot of songs and is nice and the ads aren't very long really.,1
Where is my enhanced feature gone it was such a good feature,1
Bought premium on the student plan super help and affordable. And them obviously the music range is crazy good since everyone releases songs on here. If you're on the fence about buying the premium version...IT IS WORTH IT.,1
I love Spotify great music and podcast.,1
"Please include the ""Add to Queue"" function to the ""What's New"" section.",0
"Clear, simple, intuitive app.",1
"A good app with one annoying element - on an album, individual track versions are frequently different to the original album. Suspect this is to save storage space by keeping only one version of each song. This doesn't acknowledge though the work that typically goes into crafting an album and it contents by the artists.",0
"Deleted my old review and am replacing it with this one. Anyway. Want a consistent music app that works reliably? Look elsewhere. UI can't stay consistent and performance is always hit or miss. Don't know who, or what, group of people are running the show over at Spotify, but jesus christ, they need to go. Only reason I still use the app is because it has just about any genre and band I could ask for. If it weren't for that, I would have ditched it long ago.",0
I'll give you 5 stars again once you turn your commercials down you have blown two of my speakers because of it fix thus plz,0
Music is great but been having alot of problems with the player itself. Seeming to get stuck and turn off music randomly needing to close the app and open it again to fix. Happens constantly,0
It pops up randomly every time. And also doesn't connect to my cars display like it use to. It also doesn't show the navigation to skip or pause or play a song...,0
"2/15/22 For premium, it's better than other services-- however my issue is that the alphabetical section option isn't permanent as it is a hassle to scroll through my very long playlists when they're not in order when I set the organization to alphabetical, it gets annoying to reorganize them constantly. 5/3/22 Also, the app crashes a lot to the point where I can't play one song without the app crashing & I cannot play or pause music, it doesn't work . I pay for premium, fix this please.",0
Wonderful,1
When I entered my Spotify my account all missed up and no longer showing or allowing me to access the Playlists I made or any artists and my favorite music's. Poor service ðŸ˜¡,0
"Awesome, love this music app",1
Beautiful lullabye songs for babies and should add some more,1
"They make you jump through hoops to cancel!! You can subscribe to Premium on the app, but you can't unsubscribe from it. To unsubscribe, you have to log onto their site, except they won't accept your password (I know it's right, I wrote it down), then they won't send you password reset emails after MANY requests. If you value peace of mind, use a different app",0
"Would give no star's if I could, so many recommendations of podcasts and rubbish. So hard to navigate and no new music options (eventually found it hidden) ...If you like music then try something else (I signed up to 3 month trial but couldnt even last 3 weeks on Spotify)",0
"Infact this is the best streaming app so far, I love everything about this app. Am just in love with this app. But is it possible to buy songs and albums from Spotify I don't mind paying huge amount of money. I just love this app and everything about them, it so wonderful and a very loving app to have on your cell phones. Love you SPOTIFY.",1
"Really good, especially when using premium. Only complaint is that some songs cannot be found and it's understood that; that is the artist's choice.",1
I had it for two days ..... The app froze twice .... And in the last day it just ate my battery even when the app was closed .... Whent from 100 % to 5 % in 3 hours with no screen time... I only use the app for like 30mins ..... Uninstalled it and the phone is back to normal,0
"This app is great for listening to music don't get me wrong, but it's annoying to put up with ads",0
Consistent errors with content and playlists not available coupled with disastrous customer support.,0
"Currently virtually unusable... can't search for anything (endless loading, no results). Super slow and laggy, yet it's fully updated and I've tried restarting my phone. Update: And now I can't even go away from the app and come back with the app working. I literally have to restart my phone every time I leave the app and then want to go back to it. This is ridiculous! I pay for premium and this is not even close to reasonable.",0
Very easy to find any song you like no matter how old it is,0
This is the best app by far i learned more of woodworking through this app than i wouldve anywhere else I redid all my kitchen cabinets thanks to spotify,1
Honestly so much better then youtube music and that's enough for me,1
Every month there are more and more ads. Used to not be unnoticeable but now is annoying.,0
It's amazing but took me a second to learn how to use most features,0
"The app is good, but the ads are a real pain. I understand you have to run adds, but you should at least consider my preferences when running ads. I listen to quiet, calming music during my work, and the ads are often for songs that I would never, ever listen to, and they tend to be quite disruptive. I can't work with that. Unfortunately it didn't work for me.",0
"Just switched to napster and I already like it better - and I know they pay the artists more too! Spotify is missing some basic features (custom audio leveling, etc...) and beside that, I cannot support someone who pays Joe Rogan millions - yuck! Wish I'd left long ago!",0
3 min ad for non premium user. Youtube music is better,0
I mean sum times it won't let me play songs off my playlist but it good,1
"Excellent service even very old songs,highly recommended",1
I like Spotify and all but fix your shuffle program. If I have 100 songs on a play list and hit shuffle. I don't want it to shuffle just 30 of those songs I want it to shuffle all of them. Getting irritating hearing the same songs being shuffled all day,0
"can always find what im wanting to listen to, makes road trips a little easier when im travelling in remote areas",1
nakaka tanggal ng stress,1
"Keeps putting songs I've hidden in my suggested songs when I listen to my liked songs play list. I don't like these songs, they're completely different from what I listen to and just don't understand why it keeps putting them on, literally only when I've run out of skips, and I'm not going to get premium because the artists don't get paid nearly enough for their music to be on this app.",0
"It's unfortunate theyre so popular because my grandma (who had trouble printing thing from her computer) could make a better working, more reliable and coherent app then these absolute braindead people who work for spotify.... absolutely embarrassly broken app.",0
I downloaded Spotify for The Joe Rogan Experience but the music is great too! Thank you Spotify for sticking by Mr Rogan and his fantastic show!,1
user friendly,1
I like the app I've had it for over 5 years but lately there have been 10-15 adds at once when it used to be 1-3 adds I am getting tired of this please devs do something about this,0
"Cant pick what you want, Forces songs you dont want on playlists, Etc... It's very bad",0
"This was an amazing app. It's still great for standard stuff but the thing I love most only works part of the time. And that is frustrating. Trying to get a group session started is almost impossible and tonight it is, it will not load no matter how many times we uninstall and reinstall. The group session bugs need to be fixed.",0
"My kinda music anywhere I go! Not just any ol music but my customized list with suggestions based on my fav musicians, takes this to next level! This app is so very cool!",1
This app was doing great but suddenly all my liked songs disappeared and the next day I had no account on Spotify. After re-download and paying for premium for my phone it even asks for other devices having the same acc. I'm not gonna paying so much for just freaking adds.,0
It always shows no internet connection available even if I am connected on Wi-Fi,0
I wish the option to hold a song to preview it was available.,0
This app is a complete rip off now they play 3 ads per song worse than a fucÃ·ing radio. Do not waste your time downloading this,0
NICE,1
A platform that profits from peddling non-science and anti-fact podcasts. Avoid.,0
Just the best music streaming platform out there.,1
What music App! Can't live without it anymore ðŸ˜€,0
Spotify just got rid of one of its best features - the ability to preview songs you're looking up/adding to a playlist. ðŸ˜•,0
"I've found music that I haven't heard since I was in high school, really good for helping with music your not sure what the name is. Just a really Good place to Listen to your Tunes!âœŒðŸ’“",1
"There's a lot of ads now, even if it says ' Enjoy the next 30 minutes of uninterupted listening ' almost two 3-4 minute songs later and there's ads. I also hate the fact that I can loop on my laptop yet not on my phone and that on mobe it automaticly adds songs if it's a short playlist.",0
One of the top music apps What I liked most is the subscription very affordable considering the quality of the music,1
This app is good I play all song without ads but i buy the premium membership,1
"I love Spotify but I noticed a bug: when I lock my phone, the podcast player will appear on the lockscreen with the correct podcast episode and info, but the photo is from the last podcast I watched. It's a little confusing at times. Seems like a simple code fix.",0
"Working very poorly lately, very buggy, especially with Android auto",0
"App breaking bug forces a 1 start review. App auto starts by itself at random, and no way to disable according to a developer post from oct2021,horrendous design, the programmers should be ashamed of themselves.",0
"Too many add for a free account even! Other musical apps which offer free listening and streaming does not have so many adds. You should have not kept the option of a free app if you wont even let people' listen to 2 songs at a stretch. Also the prices are too high for prem accounts. Nobody's gonna buy when there are better options like wynk, amazon music",0
I took the premium but still I can't download and the episode can't be downloaded but it says u can but it's all fake ðŸ˜­ðŸ˜¡ðŸ’©ðŸ’©,0
Best app for anything audio.,1
It's a amazing website that you can listen to music on and the ads aren't as bothersome,1
The app isn't that bad however to access to cancel a subscription is a process when on a Android device.,0
"Love it!!Go Spotify,not canceling my subscription",1
Lots of adds. Ruins all the mood of listening music.,0
My Constant Music App I use this every day for my Taxi job all the time.,0
"Add an equalizer please. Trash interface. Add to playlist should be a two tap operation! It takes 3 taps and one scroll currently and all them are extremely slow to open. And why does the layout keep changing based on where I start playing? The like button is sometimes on the right otherwise on bottom left, very annoying. Good collection of songs otherwise a very sub-par app.",0
Very good experience with every podcast that I come across with! The podcasts that I have on my Spotify can also be seen on my blog.,1
IT Does but play all songs! Only a PC with a web browser will!!! The SPOTIFY APP FOR ANDROID SUCKS!!,0
Just in the process of cancelling subscription. I'm not giving money to something that hosts conspiracy anti-vax stuff. Spotify has completely lost their way. Don't worry about losing playlists as there are programmes out there which let you transfer them (tune my music is easy to use). Come on don't sign up to this lot!! Loads of other apps have the same catalogue.,0
The app sometimes plays the wrong songs when I try to listen to my Playlists and it goes on for a while...,0
"I m listening songs on Spotify since last 2 years and i love it. It has a songs from millions of catagory, albums,artist and many more but my request is plz bring that song also which is not popular more.bring that artist also",1
This app is awesome I just loved it â™¥ï¸â™¥ï¸â™¥ï¸ and we can listen any languages music ðŸŽµðŸŽµ,1
"Edit 04/2022: the app is crashing every 15min, stopping the songs suddenly, not displaying the music player anymore... Maybe you should fix your app for good before giving millions to FC Barcelona... I love Spotify but for a few weeks now it has some bugs and the shuffling is pretty bad, I often get 2 times the same song within 2 hours of listening a playlist with 800 songs... Please fix that it was fine before and it's quite annoying now",0
I am giving it a 1 star Bec when the free month ends it becomes the worst app ever it doesn't let me choose to play a song it makes me play it for a very short time and it is too expensive,0
"I have been using Spotify for a while now, but today suddenly, it stopped connecting to my Internet, all my other apps are working except Spotify. Pls fix this and you get 5 stars.",0
keeps cutting out -takes sweet-a**time loading,0
Needs landscape view back. Its doesnt work in some screens.,0
you can find most of anything you're looking for I like it,1
Hi I am not sure how to do somethings but I really like the app it's a good little appðŸ‘ðŸ˜€ that is the inspection I have had befor at lest l hope that's the case this time of course ðŸ‘â¤ï¸,1
I love this app this app have all songs and also my favourite songs really i love this app and mere ghar pe meri puri family ke phone me spotify download hey and ye app mujhe bahut pasand he,1
"why bother? too many ads, most good versions of songs are unavailable, or even just im general i cant find the good stuff here. feels like a cheap knockoff version of another app that actually does its job well",0
love all the music but too much adds without premium,0
Latest release have been a disaster. Please revert to previous release while you fix all the issues.,0
"I have a great experience using your app, clear sound remembers to download and keeps downloaded sounds. Great one",1
"just downloaded the app. it's not playing the song I want. I make a playlist and it's playing a ""suggested song"" and won't let me skip.",1
"The current UI needs work. There's certain elements that work better even in the Lite version, such as album sorting. Create an option to stop being forced upon random podcasts - maybe a seperate tab. Thanks for adding lyrics +1*. Downloaded playlists and albums get deleted often. Maybe add some optional listening stats. It's a good app, there has been some improvements over the past few months but these frustrations are off-putting.",0
It's great I personally love Spotify.,1
"Spotify with permium is something everyone needs even if they dont listen to music daily, even without premium spotify is one of if not the best place to get your music",1
I love this app but I have one problem that seems to happen more often than not where the app completey stops working like won't play songs but will load the menu and say it's playing but isn't playing anything and won't load my liked songs. It's extremely frustrating,0
"I can't turn the ads off even though I pay for their service (""sponsored suggestions"" are just ads by another name, and they put sponsored music in your Discover Weekly playlist) and the app won't stop heckling me to give it bluetooth permissions every time I open the app, even though my headphones work completely fine without Spotify having Bluetooth permissions.",1
Very good for listening songs and i love to play background music .ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž,1
I like it because I get to listen to music while my phone is off. But who's idea was it to add like 10 advertisements in a rowm,0
No longer working with Android Auto,0
"Great app. Was hesitant at first, but the JRE brought me here. Please continue to be against censorship and continue the great work.",1
"The app now is really money-driven, I've been using the app for years but it recently got so much worse. Now I can't even listen to snippet of a song before adding it to my playlist, the adds sucks and just simply annoying. They can't add anymore features so now they restrict us from enjoying the basic features like skipping songs.",0
Spotify is one of the good app for listening music.. But suggestion of the next song is not based on my previous/similar intrest.. Hence you have to work on the Artificial Intelligence & Machine learning so that similar songs can be suggested to the music lovers.. Just check on the YouTube how they are suggesting the similar songs..,0
"Spotify seems to think they are the gate keepers of what we can listen to. I only joined Spotify to listen to Joe Rogan but I'm close to uninstalling it. Restore Joe Rogan's content & stop acting like you can control what we listen to. If you want this review to change, restore Rogan's content.",0
Only downloaded it to listen to the Fair Enough podcast and can't even listen to a whole episode because Spotify crashes 7 seconds in and won't launch again for hours. Wish they'd fix this.,0
"I love spotify! You can listen to millions of fantastic music, sing along and more! The only thing I do not like about it is because when I tap on a song to play, theres about 4 or 5 ads and they are always about 30 seconds, spotify, I really like your app but may you take away some ads??",1
"Latest update broke it entirely. Plays on phone. Plays on computer. Even let's Google connect to it. But decided to no longer connect to my car. Now I have to go to the generic Bluetooth audio setting and it sounds worse, and has less controls",0
Having issues with downloads. Seems like the downloading is lagging and not downloading at all. Read 0 out of 32 downloading but won't progress to completing the downloads. Considering deleting and reinstalling app.,0
"its a really good app, but its just that when i try to find a song it only is as a playtist and i skip songs from that playtist till i get 3 ads and realizing that the song isnt even in the playtist, and the playtist i created it automatically adds random songs",0
Spotify is not the app is literally like when you click to play your playlist it's not like how it used to be now just generates on some random song and it's not fun I can't start from the beginning and it limits how many songs you can swipe you can only do six per hour why Spotify tell me cuz this is not making sense like I downloaded this app to listen to music but now I can't and I don't like the app anymore that's why I give the one star cuz of this Spotify needs to update their pictures,0
good app for ads,1
"Many years already, also they helped me out with a hack that subscribed to premium when I lived in a country with no spotify.",0
Nah you guys are bad I went to play some of my liked songs and it gave me something else songs I don't even know. I just wanna listen to my favorite song.,0
"Really very super application for hearing songs, love it so muchðŸ˜ðŸ¥°ðŸ¥°ðŸ˜˜ðŸ˜˜ðŸ˜˜",1
Cool,1
"Over the last few years, the app just seems to get more buggy as more features were added. If you use Android Auto, look for a better, less buggy service. Audio catalog is still great.",1
"I'm about to unsubscribe and go back to the app I used to use. As frustrating as that one was, Spotify is somehow worse. It has been doing more and more strange and nonsensical things that I think are related to ""Spotify Connect"". I use Spotify on several different devices, but not at the same time, yet the device I'm currently using at any given time just doesn't seem to know what's going on. Please give us the option to disable Spotify Connect on our account. I don't care about it at all.",0
"Pay for nothing but bugs and a service that won't work. Unless I hit shuffle play I cannot click on songs in my library and then actually play, insteadThe app just freezes.",0
It has a lot of songs it is really forth being downloaded,1
The bar to skip or pause music keeps disappearing,0
"I have the premium version, I like it but when I'm conecting my JBL speaker the sound is interrupted and it's not great sounding",0
"Great app, the free version is great. I do have premuim, but with the free version you can still do lots of things. Premuim lets you download and have no ads, (top two things of premuim.) But, you still don't need premuim, I got it as a gift. Spotify overall: 5 stars for me!",1
Best app ever to post your podcast and find new content.,1
Cannot update my premium. It always try to connect evn tho there is nothing wrong with the network.,1
"Genuinely love this app. Want to give it 5 stars. But it's just that the auto play isn't as good as YouTube music. It repeats the song if I search for something and play it. Apart from that, even algorithm for playlist creation is awesome.",0
Slow to the point of being unusable. No other music app causes my phone to lag like this. Thats not even starting on the occasional ads that display on startup with a paid account.,0
"You can find any music, very good quality!! Love it",1
"PLEASE remove the ""we added these songs to your playlist"" feature, it's absolutely annoying. I want to play some songs on my playlist then suddenly a song im unfamilliar with comes in, like I only wanted to listen to songs in my playlist, not some random sings that I have never even heard of.",0
"Two major things. The premium app is supposed allow for music offline via downloaded music. Yet the app is almost unusable when offline as things still seem to require the internet to function. Also, the play completely disappears now. Why?",0
Too much of ads,0
I really like this app but when i have shuffle on that means i want it to shuffle all the songs not listen to 10 out of 967 songs over and over again. Please fix this.,0
"App Constantly stops playing the music for no reason meaning I have to open the phone up which miraculously starts the music playing again, I pay for a premium account and to be honest I am very disappointed in the service I get.",0
Very good! I like to get to know new artists an music styles and the proposed themes help a lot!,1
"Pretty good, the premium features are awesome, but the regular version can be kind of annoying. It's good though.",0
"Its better than wynk or gaana , it has the best playlist",1
Why i cn Not open my acc in spotify i cnnot log in plss fix this,0
Uninstalling.. App Does what it wants plays their own playlists instead of mine frequently. Barely pays artists yet pays Podcasters who use racial slurs 100mil plus. There are better free platforms out there. That dont exploit like this. Power to the artists.,0
The app isn't working at the moment properly,0
"Whatever they have done to this app is terrible. I can no longer control the songs from my car without using my phone. When I get out of the car, the music continues to just play from my phone. I don't know what you've done, but it's not good. It used to be easily one of the best user friendly apps.",0
I really like this app but I have one problem....when I make my own playlist that doesn't have a lot of song only 6-7 like that this app will add another song that I don't like and I doesn't even know those song...I hope you can stop that...,0
it is good but Soo much ads,1
"I love spotify, it's just lately there have been bugs that has made it almost impossible to enjoy the app. if I wanted a specific category, for an example, metal. if I wanted to listen to only that genre, it will skip my request and play pop, or something that I didn't even have on my Playlist. Also, I would have to add a suggestion. you should add a feature to organize your music either by genre or custom. it would make it a lot easier to manage and find what you're looking for.",0
Best app for music listening,1
"App had always been great until the last few weeks where music keeps randomly stopping and I can no longer see player controls, both on the app or lockscreen so can no longer skip songs/see what I'm listening to. Have tried reinstalling the app and can't find anywhere to file a report either.",0
This app is very amazingðŸ¤©. Whenever I am bored I listen songs from this app. I just love this app,1
"Litterally horrible. If you're broke, or just don't want to pay for premium, it plays either twelve ads in a row on some days, and three ads after every song on other days. Not to mention how if you have a large playlist it'll only rotate around the same ten songs over and over again. Would never recommend",0
I love how it personalized a Playlist for me.,1
"No need to carry cassettes, CD's or pendrive Simply on the Spotify app & lisent to your favourite music, Fantastic.",0
Overall the app is good but the ads sucks. Seriously too many ads after every 2 to 3 song. Please fix it. And please add some stories podcasts like pocket fm most of the people really like stories audio so please add some in spotify just like pocket fm plz requesting to you.,0
Love it so easy to do and you can hide songs that you don't like.love it,1
Removal of functions including repeating albums and playlists especially after paying for a subscription has only made the service worst.,0
"The app wouldn't play the songs in MY playlist it would add songs and it's annoying, don't recommend tbh.",0
Constantly pauses playback...trash. its 2022 streaming is nothing new there is zero reason for any bs,0
Im paying for Spotify premium but it is not delivered! No live customer support!! They also delete my downloads and then I have to download them all again!! Very disappointed. Going with YouTube music now. Spotify doesn't care about its customers...,0
"EDIT: Lowering the score. Apparently Spotify allows added local ads on Podcasts even on PREMIUM. I'm paying extra NOT to listen to the ads! I listen to podcasts to learn something, not to have a local supermarket ad playing. With this higher-pitch ad'sy voice. Makes me want to puke, honestly! They admitted it on Spotify community forum and explained it in a corpo-bullsh... way. Disgusting. I've been a Premium user for few years, veeeery tempted just to move on another paid platform, no ads",0
I love using spotify one day YouTube wasn't working so my friends said try spotify so I did and I thank them a lot!,1
It's a great app if I must say easy to use and very specific,1
highly recommend this app for music lovers â¤â¤â¤ In the total Play Store...i Love Spotify in All â¤ðŸ‘ðŸ»,1
"The basic control bar from the app has dissapeared. Using Samsung Galaxy 10. I uninstalled reinstalled, restarted my phone. Still happening. You would think by 2022 Spotify would have at least the control bar functional. Its even cutting out completely for no reason. PLEASE FIX",0
"Without premium this app is worthless, you get restricted to 6 skips an hour and can't eaven select the songs you want to listen to. Plus you get ads about premium every five seconds and they automatically add songs to your playlist that you can't get rid of. Restricted functions unless you buy premium, premium would be 4 stars as well because yt music does the same for free.",0
Please stop recommending podcasts; I don't listen to them and Joe Rogan is a complete tool.,0
I love Spotify - I say it again - I love Spotify - if I could sing it I would sing - I LOVE SPOTIFY!,1
"I get you guys are desperate for premium subscribers or whatever, but what's with ALL the ads? Other than that, I guess Spotify is aight,,",0
Nice app,1
good app for listening to music but thats only if u buy premium. without premium they add songs to ur playlists and they dont even let u play songs unless its in a playlist which is completely unnecessary.,0
"Shuffle play is the worst shuffle play I've ever seen..... I have about 1200 liked songs but it plays only few of them and I can hear twice a song in an half of hour. Please fix this, it's really annoying.",0
"Great content, vast selection, something for everyone. If you don't like something find another channel.",1
"Ads are part of the experience. Using the ""free"" subscription, so ads are understandable. I am tired of hearing the same three ads on every break. Would probably help if they were relevant to my location too. Spotify itself? Good service, better than radio, and listening to ads is the price we pay",0
Beautiful interface superior sound quality Absolutely love it,1
Got to fix ur premium cause i can't listen to music offline,0
Still garbage. If I wasn't so deep into creating my library using Spotify I would use a different app. Constantly have to redownload everything for absolutely no discernable reason. App closed and reopened? Guess you're downloading your entire library for the third time this week.,0
"It was great when I first got it, now it won't download podcasts and it constantly causes bluetooth to crash",0
"Amazing. I love it so much, it's very good quality. It has all the songs I like. Don't really have that much to say except for it's a really amazing app.",1
U can find any song here. Playlists are beautifully framed,1
I love this app I would recommend this 10 out of 10 to anybody. I don't even have premium and I don't get ads that much and Spotify is just really good.,1
Sometimes it is amazing but I can't see the songs on a playlist by another artist or It randomizes the music to some dumb song completely unrelated to the music I'm listening to and sometimes I just want to delete the app.,0
It is a good app .But i cant see the lyrics coming.that is my only complain..,1
"Nice sound, nice app",1
I really like Spotify. Easy to use. Can find most artists.,1
"Ok, app Is fine, whatever, but whenever I open an MP3 it always opens with Spotify. I looked at every help forum I could find, but the only way I found to stop it from opening my MP3s is to uninstall the app. I don't want to.",0
"EDITING THIS ON 01/27/22 TO SAY THIS GARBAGE APP REALLY CHOSE JOE ROGAN OVER NEIL YOUNG?!?!?! GET BENT SPOTIFY. Worst app on the market. Doesn't matter if you pay for premium. The app will close randomly. It will end your podcast in the middle of listening and say the whole thing is played, not saving your spot. If the podcast has ads the whole app will close instead of playing the ads. This app needs an entire overhaul by someone who actually knows how to build a proper player app.",0
Awesome app. Just reduce the number of adsðŸ˜„,0
"May switch to another service, have used spotify for years and it has been mostly a good streaming service. Until now, errors like: songs randomly not playing while on wifi or in good service, songs missing from my liked songs, at times you occasionally go to like a song and the heart doesn't light up so you're not sure if it's liked or not, additionally the sorting of Playlist is and always has been clunky. Right now it's streaming from phone to TV and playing but won't play on phone itself",0
Best music app ever made.,1
Very happy with the selection of music everything you could ever want in a music app â˜ºï¸,1
You know,1
"sometimes it's take time for loading , By the way it's Nice app ðŸ‘ðŸ»",1
Not got an issue really got everything im looking for only down side would be the price for multiple accounts,0
I want to play only a single song but I guess I have to pay for that,0
the play bar at the bottom of the app keeps disappearing. can't see what's playing or pause/ play/skip without closing the app completely over and over until it works again.,0
"I love Spotify because my musical taste is rather eclectic and I can find it all on Spotify, from Gregorian chant to folk to modern pop music. I am truly amazed! I also lsten to several podcasts and I can listen to them on Spotify too. My kids talked me into it and I am so glad that I have the app!",1
Why is Spotify stopping and starting all the time now can't skip songs its so buggy not sure why I am paying for this buggy app I can't get more than 20 sec with out it bugging out and stopping to play the song I am playing,0
"While I hear the premium version is good, the free version is really buggy for music. Specifically regarding the ads they use to support it. I've been using this on and off for years and I always have to stop after a few weeks, because of a bug that causes an advertisement to play on loop until the next update(which only stops the problem for roughly 2 weeks before it starts again). I've also reduced its score because of how poorly it compensates creators",0
"Great music selection and excellent algorithms to suggest music you might like. Lately has been very buggy though, unfortunately. Several issues relating to the play queue, liking / unliking songs, and especially syncing with my google home devices, and other devices like my Bluetooth headset. Please fix these, they are really frustrating!",0
I really like Spotify but the only reason i gave it a 1 star is bc of all the ads i got 16 ads after i finished listening 1 song,0
"worst app in existence, would give -100000000000000 stars if i could, every employee please kys",0
"Spotify has a lot more to it than just listening, I rather enjoyed the many options I had, the playlist was user friendly, I'd recommend Spotify for your go to music station.",1
"Love it, though I wish the ads weren't so long, I'm too lazy to buy something to remove them, and they aren't that bad.",1
Spotify is the bomb digady. I love it.,1
Why don't you just play ads instead of songs?,0
Music quality great love to listen every day,1
Fun and fast both nastalgic and Inlightning with recommendations.,1
"This music company js absolutely disgusting. Not only can't you play the song you want if you don't have premium, but it also has ads. Absolutely horrible and definetly not worth it without premium.",0
Hey The app is pretty good but there are no lyrics coming on my account please check this issue,0
"I love Spotify but omg you should let us see what profiles follow our playlists! I beg of you it would be so cool ðŸ˜­ I'd rate it 5 stars then, other than that Spotify is great",1
After discovering Spotify several years ago I wouldn't recommend any other music app or website to use ever again. It's affordable usually non-issue and has everything ever made it seems. Love all the costuming options available to personalize ever little bit of your account to fit your personal taste,1
Its very easy to use and love the end of the year thing,1
Amazing app to play music,1
"Everything is so good on premium. Sometimes it just doesn't want to play the song already playing after reopening the app, not a big issue at all. Premium was a good idea to get.",0
I love Spotify BUT the player controls that allow me to fast forward and rewind fails frequently.,0
"Drain my cellphone battery fast, playing music all of the sudden with out knowing, that's totally very annoying especially in the middle of the sleeping time at night.",0
Am going the app the only thing I have problem with they're don't help option,0
Best music app ever! You'll find all the music you want here! ðŸ¤©,1
It helps me focus,1
Not able to pause or play after a certain time,0
"I liked this app but I gave 4 stars because I am just getting started,I am really appreciated that Spotify has very less ad the best thing the sounds are very clear...and actually I am a music lover I love to sing and listen song ðŸŽ§ðŸŽ§ðŸŽ¤ðŸŽ¤ðŸŽ¶ðŸŽ¶ so that so also a reason I loved this app and it has all the songs like Hindi, English,Korean ,etc...... tried many apps and this app is the best among thoseðŸ˜ðŸ˜",1
So many add makes disturbence while listening..,1
"""Enjoy the next 30 minutes of ad-free listening."" Time to next ad: 15.5 minutes. This is a small issue, but it errodes my trust in your brand and contributes to my hesitation about getting a premium subscription.",0
"Constantly stopped playing randomly or plays but shows on the app that it isn't playing causing me not to ve able to pause or fast fwd, etc...",0
I like it how this loading screen simulator sometimes plays music. Pretty cool feature. Especially like how realistic it is with how slow it's loading in its servers and always has to check if you're a filthy thief or not. It gets especially like this when you pay a monthly subscription for it.,1
